球队,赛区,场次,命中率,三分命中率,罚球命中率,进攻篮板,防守篮板,场均得分,场均篮板,场均助攻,失误,场均抢断,场均盖帽,犯规,命中,出手,三分命中,三分出手,罚球命中,罚球出手,总进攻篮板,总防守篮板,总得分,总篮板,总助攻,总抢断,总盖帽,总失误,总犯规
勇士,西部,82,47.8,39.8,76.8,10.4,34.3,110.0,44.7,27.4,14.45,9.29,6.05,19.85,3410,7137,883,2217,1313,1709,853,2814,9016,3667,2248,762,496,1185,1628
快船,西部,82,47.3,37.6,71.0,9.6,33.1,106.7,42.6,24.8,12.34,7.8,4.99,21.33,3228,6830,827,2202,1468,2067,784,2711,8751,3495,2031,640,409,1012,1749
独行侠,西部,82,46.3,35.2,75.2,10.5,31.8,105.2,42.3,22.5,12.95,8.09,4.52,20.05,3255,7036,732,2082,1386,1843,858,2608,8628,3466,1846,663,371,1062,1644
雷霆,西部,82,44.7,33.9,75.4,12.8,34.7,104.0,47.5,20.5,14.7,7.29,5.54,22.3,3184,7119,632,1864,1524,2020,1052,2844,8524,3896,1681,598,454,1205,1829
猛龙,东部,82,45.5,35.2,78.7,10.7,30.8,104.0,41.5,20.7,12.89,7.5,4.35,20.88,3108,6829,726,2060,1585,2014,881,2526,8527,3407,1701,615,357,1057,1712
火箭,西部,82,44.4,34.8,71.5,11.7,32.0,103.9,43.7,22.2,16.66,9.48,4.96,21.99,3032,6832,933,2680,1525,2133,958,2624,8522,3582,1820,777,407,1366,1803
马刺,西部,82,46.8,36.7,78.0,9.8,33.8,103.2,43.6,24.4,13.98,8.01,5.41,19.07,3208,6854,677,1847,1368,1754,806,2772,8461,3578,2000,657,444,1146,1564
骑士,东部,82,45.8,36.7,75.1,11.1,31.9,103.1,43.0,22.1,14.28,7.35,4.15,18.41,3089,6739,826,2253,1453,1934,911,2612,8457,3523,1814,603,340,1171,1510
开拓者,西部,82,45.0,36.2,80.1,10.7,35.1,102.8,45.9,21.9,13.62,6.4,4.54,18.22,3175,7049,807,2231,1272,1589,879,2881,8429,3760,1799,525,372,1117,1494
老鹰,东部,82,46.6,38.0,77.8,8.7,31.8,102.5,40.6,25.7,14.23,9.07,4.63,17.77,3121,6699,818,2152,1349,1735,715,2611,8409,3326,2111,744,380,1167,1457
